Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-2029,Supplier 20,2025-11-15,2025-11-25,VREF-9757,PROD034,45,414.64,TVA 20%,30 Days
PO2025-2029,Supplier 20,2025-11-15,2025-11-25,VREF-9757,PROD044,20,10.47,TVA 20%,30 Days
PO2025-2029,Supplier 20,2025-11-15,2025-11-25,VREF-9757,PROD043,9,28.8,TVA 20%,30 Days
PO2025-2030,Supplier 13,2025-12-01,2025-12-11,VREF-4681,PROD018,42,372.08,TVA 20%,End of Month
PO2025-2030,Supplier 13,2025-12-01,2025-12-11,VREF-4681,P0022,12,88.66,TVA 20%,End of Month
PO2025-2030,Supplier 13,2025-12-01,2025-12-11,VREF-4681,P0018,36,430.77,TVA 20%,End of Month
PO2025-2030,Supplier 13,2025-12-01,2025-12-11,VREF-4681,P0011,38,336.1,TVA 20%,End of Month
PO2025-2031,Supplier 23,2025-09-25,2025-09-29,VREF-4082,PROD034,35,116.62,TVA 20%,30 Days
PO2025-2031,Supplier 23,2025-09-25,2025-09-29,VREF-4082,PROD032,35,371.38,TVA 20%,30 Days
PO2025-2031,Supplier 23,2025-09-25,2025-09-29,VREF-4082,PROD036,23,410.17,TVA 20%,30 Days
PO2025-2032,Supplier 30,2025-09-05,2025-09-13,VREF-9991,PROD040,1,493.77,TVA 20%,End of Month
PO2025-2032,Supplier 30,2025-09-05,2025-09-13,VREF-9991,P0023,23,176.95,TVA 20%,End of Month
PO2025-2032,Supplier 30,2025-09-05,2025-09-13,VREF-9991,P0026,8,349.0,TVA 20%,End of Month
PO2025-2033,Supplier 16,2025-11-05,2025-11-11,VREF-3768,PROD044,19,435.55,TVA 20%,30 Days
PO2025-2033,Supplier 16,2025-11-05,2025-11-11,VREF-3768,PROD029,11,189.26,TVA 20%,30 Days
PO2025-2033,Supplier 16,2025-11-05,2025-11-11,VREF-3768,PROD012,33,287.15,TVA 20%,30 Days
PO2025-2034,Supplier 4,2025-11-14,2025-11-17,VREF-5132,P0014,1,213.28,TVA 20%,Immediate Payment
PO2025-2035,Supplier 26,2025-10-13,2025-10-20,VREF-3943,P0015,49,37.37,TVA 20%,30 Days
PO2025-2035,Supplier 26,2025-10-13,2025-10-20,VREF-3943,P0019,31,123.88,TVA 20%,30 Days
PO2025-2035,Supplier 26,2025-10-13,2025-10-20,VREF-3943,PROD013,17,26.72,TVA 20%,30 Days
PO2025-2036,Supplier 23,2025-11-03,2025-11-07,VREF-1287,PROD006,50,337.98,TVA 20%,End of Month
PO2025-2037,Supplier 14,2025-10-14,2025-10-21,VREF-5721,PROD015,7,366.69,TVA 20%,15 Days
PO2025-2037,Supplier 14,2025-10-14,2025-10-21,VREF-5721,PROD018,44,436.78,TVA 20%,15 Days
PO2025-2038,Supplier 28,2025-10-30,2025-11-05,VREF-5335,P0016,44,207.08,TVA 20%,30 Days
PO2025-2039,Supplier 1,2025-09-19,2025-09-21,VREF-7213,PROD043,24,402.49,TVA 20%,30 Days
PO2025-2039,Supplier 1,2025-09-19,2025-09-21,VREF-7213,P0010,19,98.49,TVA 20%,30 Days
PO2025-2039,Supplier 1,2025-09-19,2025-09-21,VREF-7213,P0005,43,347.11,TVA 20%,30 Days
PO2025-2039,Supplier 1,2025-09-19,2025-09-21,VREF-7213,PROD028,37,271.33,TVA 20%,30 Days
PO2025-2040,Supplier 28,2025-11-07,2025-11-17,VREF-1696,PROD020,27,164.44,TVA 20%,Immediate Payment
PO2025-2040,Supplier 28,2025-11-07,2025-11-17,VREF-1696,PROD034,3,23.99,TVA 20%,Immediate Payment
PO2025-2041,Supplier 21,2025-09-05,2025-09-12,VREF-4555,P0025,48,22.51,TVA 20%,Immediate Payment
PO2025-2041,Supplier 21,2025-09-05,2025-09-12,VREF-4555,PROD050,7,403.69,TVA 20%,Immediate Payment
PO2025-2041,Supplier 21,2025-09-05,2025-09-12,VREF-4555,P0019,14,498.28,TVA 20%,Immediate Payment
PO2025-2042,Supplier 10,2025-11-18,2025-11-23,VREF-9653,PROD050,12,408.73,TVA 20%,Immediate Payment
PO2025-2042,Supplier 10,2025-11-18,2025-11-23,VREF-9653,PROD014,21,76.29,TVA 20%,Immediate Payment
PO2025-2042,Supplier 10,2025-11-18,2025-11-23,VREF-9653,P0003,39,349.09,TVA 20%,Immediate Payment
PO2025-2042,Supplier 10,2025-11-18,2025-11-23,VREF-9653,P0010,28,320.41,TVA 20%,Immediate Payment
PO2025-2043,Supplier 5,2025-11-08,2025-11-17,VREF-2971,PROD048,50,90.79,TVA 20%,End of Month
PO2025-2044,Supplier 18,2025-12-03,2025-12-05,VREF-5703,P0022,45,253.89,TVA 20%,End of Month
PO2025-2044,Supplier 18,2025-12-03,2025-12-05,VREF-5703,P0008,25,472.13,TVA 20%,End of Month
PO2025-2044,Supplier 18,2025-12-03,2025-12-05,VREF-5703,P0018,5,411.34,TVA 20%,End of Month
PO2025-2044,Supplier 18,2025-12-03,2025-12-05,VREF-5703,P0011,24,426.24,TVA 20%,End of Month
PO2025-2045,Supplier 33,2025-09-06,2025-09-16,VREF-1624,PROD031,17,153.71,TVA 20%,30 Days
PO2025-2045,Supplier 33,2025-09-06,2025-09-16,VREF-1624,P0011,15,423.98,TVA 20%,30 Days
PO2025-2045,Supplier 33,2025-09-06,2025-09-16,VREF-1624,P0010,46,32.74,TVA 20%,30 Days
PO2025-2046,Supplier 30,2025-10-05,2025-10-07,VREF-1706,PROD047,25,67.8,TVA 20%,End of Month
PO2025-2046,Supplier 30,2025-10-05,2025-10-07,VREF-1706,P0017,7,181.52,TVA 20%,End of Month
PO2025-2046,Supplier 30,2025-10-05,2025-10-07,VREF-1706,PROD020,48,483.53,TVA 20%,End of Month
PO2025-2046,Supplier 30,2025-10-05,2025-10-07,VREF-1706,PROD022,6,46.25,TVA 20%,End of Month
PO2025-2047,Supplier 7,2025-09-18,2025-09-27,VREF-1086,PROD033,17,335.09,TVA 20%,15 Days
PO2025-2048,Supplier 33,2025-09-21,2025-09-25,VREF-9842,PROD044,24,263.59,TVA 20%,30 Days
PO2025-2048,Supplier 33,2025-09-21,2025-09-25,VREF-9842,P0028,45,85.72,TVA 20%,30 Days
PO2025-2049,Supplier 32,2025-11-29,2025-12-06,VREF-4431,PROD019,16,34.86,TVA 20%,30 Days
PO2025-2049,Supplier 32,2025-11-29,2025-12-06,VREF-4431,PROD045,44,54.76,TVA 20%,30 Days
PO2025-2049,Supplier 32,2025-11-29,2025-12-06,VREF-4431,PROD031,1,419.18,TVA 20%,30 Days
PO2025-2050,Supplier 28,2025-09-03,2025-09-10,VREF-6487,PROD017,22,89.72,TVA 20%,Immediate Payment
PO2025-2050,Supplier 28,2025-09-03,2025-09-10,VREF-6487,PROD018,34,179.95,TVA 20%,Immediate Payment
PO2025-2051,Supplier 20,2025-12-03,2025-12-07,VREF-2356,PROD009,34,39.78,TVA 20%,End of Month
PO2025-2051,Supplier 20,2025-12-03,2025-12-07,VREF-2356,P0008,9,461.33,TVA 20%,End of Month
PO2025-2052,Supplier 19,2025-09-03,2025-09-09,VREF-6521,PROD026,18,320.06,TVA 20%,30 Days
PO2025-2052,Supplier 19,2025-09-03,2025-09-09,VREF-6521,PROD004,12,14.5,TVA 20%,30 Days
PO2025-2053,Supplier 25,2025-11-07,2025-11-11,VREF-4494,P0018,4,221.86,TVA 20%,15 Days
PO2025-2053,Supplier 25,2025-11-07,2025-11-11,VREF-4494,PROD032,24,21.44,TVA 20%,15 Days
PO2025-2054,Supplier 5,2025-09-05,2025-09-08,VREF-3769,PROD045,44,135.52,TVA 20%,30 Days
PO2025-2055,Supplier 33,2025-11-15,2025-11-22,VREF-4415,PROD016,17,216.95,TVA 20%,Immediate Payment
PO2025-2055,Supplier 33,2025-11-15,2025-11-22,VREF-4415,P0007,17,217.81,TVA 20%,Immediate Payment
PO2025-2055,Supplier 33,2025-11-15,2025-11-22,VREF-4415,P0003,14,211.62,TVA 20%,Immediate Payment
PO2025-2055,Supplier 33,2025-11-15,2025-11-22,VREF-4415,P0007,4,17.32,TVA 20%,Immediate Payment
PO2025-2056,Supplier 18,2025-10-08,2025-10-11,VREF-9419,P0025,24,197.88,TVA 20%,30 Days
PO2025-2057,Supplier 12,2025-11-13,2025-11-22,VREF-8364,P0007,8,71.51,TVA 20%,30 Days
PO2025-2058,Supplier 23,2025-12-07,2025-12-10,VREF-9937,PROD022,43,280.5,TVA 20%,15 Days
PO2025-2058,Supplier 23,2025-12-07,2025-12-10,VREF-9937,PROD019,3,407.84,TVA 20%,15 Days
PO2025-2059,Supplier 6,2025-11-04,2025-11-12,VREF-9654,P0016,14,241.85,TVA 20%,30 Days
PO2025-2059,Supplier 6,2025-11-04,2025-11-12,VREF-9654,PROD030,46,51.1,TVA 20%,30 Days
PO2025-2060,Supplier 4,2025-11-25,2025-12-05,VREF-7271,P0015,28,443.41,TVA 20%,Immediate Payment
PO2025-2060,Supplier 4,2025-11-25,2025-12-05,VREF-7271,P0002,11,424.43,TVA 20%,Immediate Payment
PO2025-2060,Supplier 4,2025-11-25,2025-12-05,VREF-7271,P0012,47,62.37,TVA 20%,Immediate Payment
PO2025-2060,Supplier 4,2025-11-25,2025-12-05,VREF-7271,PROD041,45,475.95,TVA 20%,Immediate Payment
PO2025-2061,Supplier 28,2025-09-26,2025-10-01,VREF-2012,P0008,26,233.95,TVA 20%,30 Days
PO2025-2061,Supplier 28,2025-09-26,2025-10-01,VREF-2012,PROD026,41,89.51,TVA 20%,30 Days
PO2025-2061,Supplier 28,2025-09-26,2025-10-01,VREF-2012,PROD008,50,52.79,TVA 20%,30 Days
PO2025-2061,Supplier 28,2025-09-26,2025-10-01,VREF-2012,PROD026,27,473.85,TVA 20%,30 Days
PO2025-2062,Supplier 20,2025-09-12,2025-09-15,VREF-4470,PROD049,44,168.09,TVA 20%,30 Days
PO2025-2063,Supplier 4,2025-09-10,2025-09-13,VREF-1855,PROD036,31,355.33,TVA 20%,30 Days
PO2025-2064,Supplier 12,2025-09-15,2025-09-18,VREF-1061,PROD019,1,296.77,TVA 20%,Immediate Payment
PO2025-2064,Supplier 12,2025-09-15,2025-09-18,VREF-1061,PROD047,25,449.4,TVA 20%,Immediate Payment
PO2025-2064,Supplier 12,2025-09-15,2025-09-18,VREF-1061,P0030,30,280.69,TVA 20%,Immediate Payment
PO2025-2064,Supplier 12,2025-09-15,2025-09-18,VREF-1061,P0026,46,366.24,TVA 20%,Immediate Payment
PO2025-2065,Supplier 1,2025-11-29,2025-12-07,VREF-5396,P0010,26,34.24,TVA 20%,Immediate Payment
PO2025-2065,Supplier 1,2025-11-29,2025-12-07,VREF-5396,PROD024,28,145.55,TVA 20%,Immediate Payment
PO2025-2065,Supplier 1,2025-11-29,2025-12-07,VREF-5396,PROD050,22,41.63,TVA 20%,Immediate Payment
PO2025-2066,Supplier 33,2025-09-11,2025-09-13,VREF-3187,P0009,10,326.93,TVA 20%,30 Days
PO2025-2066,Supplier 33,2025-09-11,2025-09-13,VREF-3187,PROD008,39,94.37,TVA 20%,30 Days
PO2025-2066,Supplier 33,2025-09-11,2025-09-13,VREF-3187,PROD021,47,408.67,TVA 20%,30 Days
PO2025-2067,Supplier 28,2025-11-06,2025-11-12,VREF-8416,PROD046,4,293.06,TVA 20%,15 Days
PO2025-2068,Supplier 6,2025-10-09,2025-10-15,VREF-9047,PROD043,40,320.9,TVA 20%,Immediate Payment
PO2025-2068,Supplier 6,2025-10-09,2025-10-15,VREF-9047,P0005,20,480.42,TVA 20%,Immediate Payment
PO2025-2068,Supplier 6,2025-10-09,2025-10-15,VREF-9047,PROD004,19,371.58,TVA 20%,Immediate Payment
PO2025-2069,Supplier 26,2025-10-08,2025-10-10,VREF-4338,PROD007,34,20.78,TVA 20%,30 Days
PO2025-2069,Supplier 26,2025-10-08,2025-10-10,VREF-4338,P0026,10,270.02,TVA 20%,30 Days
PO2025-2069,Supplier 26,2025-10-08,2025-10-10,VREF-4338,PROD047,11,428.73,TVA 20%,30 Days
PO2025-2069,Supplier 26,2025-10-08,2025-10-10,VREF-4338,P0005,23,160.8,TVA 20%,30 Days
PO2025-2070,Supplier 4,2025-09-29,2025-10-08,VREF-6209,PROD016,10,90.79,TVA 20%,End of Month
PO2025-2070,Supplier 4,2025-09-29,2025-10-08,VREF-6209,PROD031,15,209.56,TVA 20%,End of Month
PO2025-2070,Supplier 4,2025-09-29,2025-10-08,VREF-6209,PROD031,41,404.86,TVA 20%,End of Month
PO2025-2070,Supplier 4,2025-09-29,2025-10-08,VREF-6209,P0008,32,382.21,TVA 20%,End of Month
PO2025-2071,Supplier 26,2025-09-15,2025-09-22,VREF-9444,PROD028,44,215.27,TVA 20%,30 Days
PO2025-2071,Supplier 26,2025-09-15,2025-09-22,VREF-9444,PROD029,8,341.86,TVA 20%,30 Days
PO2025-2071,Supplier 26,2025-09-15,2025-09-22,VREF-9444,P0027,47,17.43,TVA 20%,30 Days
PO2025-2071,Supplier 26,2025-09-15,2025-09-22,VREF-9444,PROD004,46,429.31,TVA 20%,30 Days
PO2025-2072,Supplier 28,2025-10-09,2025-10-19,VREF-9278,PROD008,10,341.67,TVA 20%,Immediate Payment
PO2025-2072,Supplier 28,2025-10-09,2025-10-19,VREF-9278,P0015,44,202.65,TVA 20%,Immediate Payment
PO2025-2072,Supplier 28,2025-10-09,2025-10-19,VREF-9278,P0003,43,453.0,TVA 20%,Immediate Payment
PO2025-2073,Supplier 17,2025-10-13,2025-10-16,VREF-9128,PROD047,6,12.96,TVA 20%,15 Days
PO2025-2073,Supplier 17,2025-10-13,2025-10-16,VREF-9128,P0027,40,495.79,TVA 20%,15 Days
PO2025-2074,Supplier 4,2025-10-01,2025-10-10,VREF-7786,PROD021,46,223.72,TVA 20%,30 Days
PO2025-2074,Supplier 4,2025-10-01,2025-10-10,VREF-7786,PROD039,4,438.3,TVA 20%,30 Days
PO2025-2074,Supplier 4,2025-10-01,2025-10-10,VREF-7786,PROD023,29,429.95,TVA 20%,30 Days
PO2025-2075,Supplier 1,2025-09-12,2025-09-18,VREF-5092,P0007,11,201.85,TVA 20%,15 Days
PO2025-2075,Supplier 1,2025-09-12,2025-09-18,VREF-5092,PROD007,46,291.74,TVA 20%,15 Days
PO2025-2075,Supplier 1,2025-09-12,2025-09-18,VREF-5092,P0017,18,202.1,TVA 20%,15 Days
PO2025-2075,Supplier 1,2025-09-12,2025-09-18,VREF-5092,P0006,5,305.76,TVA 20%,15 Days
PO2025-2076,Supplier 30,2025-10-22,2025-10-26,VREF-6041,P0005,3,481.04,TVA 20%,15 Days
PO2025-2076,Supplier 30,2025-10-22,2025-10-26,VREF-6041,P0029,5,381.25,TVA 20%,15 Days
PO2025-2077,Supplier 33,2025-09-28,2025-10-03,VREF-1840,PROD049,22,269.85,TVA 20%,15 Days
PO2025-2077,Supplier 33,2025-09-28,2025-10-03,VREF-1840,P0003,28,497.32,TVA 20%,15 Days
PO2025-2078,Supplier 18,2025-11-21,2025-11-30,VREF-2099,P0009,33,488.86,TVA 20%,End of Month
PO2025-2078,Supplier 18,2025-11-21,2025-11-30,VREF-2099,P0022,9,495.69,TVA 20%,End of Month
PO2025-2078,Supplier 18,2025-11-21,2025-11-30,VREF-2099,P0017,7,121.72,TVA 20%,End of Month
PO2025-2078,Supplier 18,2025-11-21,2025-11-30,VREF-2099,PROD029,22,194.33,TVA 20%,End of Month
PO2025-2079,Supplier 20,2025-10-11,2025-10-20,VREF-1965,PROD038,37,78.81,TVA 20%,Immediate Payment
PO2025-2079,Supplier 20,2025-10-11,2025-10-20,VREF-1965,P0023,18,446.79,TVA 20%,Immediate Payment
PO2025-2079,Supplier 20,2025-10-11,2025-10-20,VREF-1965,P0028,11,367.7,TVA 20%,Immediate Payment
PO2025-2079,Supplier 20,2025-10-11,2025-10-20,VREF-1965,P0005,20,322.86,TVA 20%,Immediate Payment
PO2025-2080,Supplier 10,2025-12-08,2025-12-11,VREF-5188,P0016,35,48.3,TVA 20%,Immediate Payment
PO2025-2080,Supplier 10,2025-12-08,2025-12-11,VREF-5188,P0003,28,195.63,TVA 20%,Immediate Payment
PO2025-2081,Supplier 8,2025-10-12,2025-10-15,VREF-1053,PROD016,45,148.3,TVA 20%,30 Days
PO2025-2081,Supplier 8,2025-10-12,2025-10-15,VREF-1053,PROD045,30,190.29,TVA 20%,30 Days
PO2025-2081,Supplier 8,2025-10-12,2025-10-15,VREF-1053,P0022,3,414.08,TVA 20%,30 Days
PO2025-2082,Supplier 31,2025-11-13,2025-11-15,VREF-4977,PROD008,25,372.0,TVA 20%,30 Days
PO2025-2083,Supplier 21,2025-09-16,2025-09-19,VREF-1218,PROD047,17,476.49,TVA 20%,15 Days
PO2025-2083,Supplier 21,2025-09-16,2025-09-19,VREF-1218,P0025,44,362.04,TVA 20%,15 Days
PO2025-2083,Supplier 21,2025-09-16,2025-09-19,VREF-1218,PROD005,50,48.44,TVA 20%,15 Days
PO2025-2084,Supplier 29,2025-11-03,2025-11-09,VREF-7393,PROD046,7,471.95,TVA 20%,End of Month
PO2025-2084,Supplier 29,2025-11-03,2025-11-09,VREF-7393,PROD048,17,189.33,TVA 20%,End of Month
PO2025-2084,Supplier 29,2025-11-03,2025-11-09,VREF-7393,PROD028,15,47.1,TVA 20%,End of Month
PO2025-2084,Supplier 29,2025-11-03,2025-11-09,VREF-7393,P0021,25,17.4,TVA 20%,End of Month
PO2025-2085,Supplier 33,2025-11-14,2025-11-22,VREF-5310,PROD016,33,443.22,TVA 20%,End of Month
PO2025-2085,Supplier 33,2025-11-14,2025-11-22,VREF-5310,PROD010,20,295.49,TVA 20%,End of Month
PO2025-2085,Supplier 33,2025-11-14,2025-11-22,VREF-5310,P0012,15,369.36,TVA 20%,End of Month
PO2025-2085,Supplier 33,2025-11-14,2025-11-22,VREF-5310,PROD011,9,259.19,TVA 20%,End of Month
PO2025-2086,Supplier 16,2025-10-08,2025-10-15,VREF-2764,PROD025,8,260.65,TVA 20%,End of Month
PO2025-2086,Supplier 16,2025-10-08,2025-10-15,VREF-2764,PROD008,46,492.31,TVA 20%,End of Month
PO2025-2086,Supplier 16,2025-10-08,2025-10-15,VREF-2764,PROD018,41,18.63,TVA 20%,End of Month
PO2025-2086,Supplier 16,2025-10-08,2025-10-15,VREF-2764,PROD015,7,383.87,TVA 20%,End of Month
PO2025-2087,Supplier 25,2025-11-03,2025-11-07,VREF-3919,PROD034,26,79.94,TVA 20%,End of Month
PO2025-2088,Supplier 23,2025-10-21,2025-10-30,VREF-4731,PROD010,7,130.01,TVA 20%,Immediate Payment
PO2025-2089,Supplier 22,2025-12-03,2025-12-13,VREF-6419,PROD004,15,480.6,TVA 20%,End of Month
PO2025-2089,Supplier 22,2025-12-03,2025-12-13,VREF-6419,PROD027,23,276.1,TVA 20%,End of Month
PO2025-2089,Supplier 22,2025-12-03,2025-12-13,VREF-6419,PROD032,36,422.64,TVA 20%,End of Month
PO2025-2090,Supplier 17,2025-11-22,2025-11-30,VREF-4907,P0006,16,16.49,TVA 20%,Immediate Payment
PO2025-2091,Supplier 11,2025-09-30,2025-10-08,VREF-5541,PROD002,28,405.53,TVA 20%,End of Month
PO2025-2092,Supplier 30,2025-09-17,2025-09-26,VREF-5006,P0006,36,376.67,TVA 20%,Immediate Payment
PO2025-2092,Supplier 30,2025-09-17,2025-09-26,VREF-5006,PROD039,27,352.01,TVA 20%,Immediate Payment
PO2025-2093,Supplier 20,2025-10-06,2025-10-15,VREF-6470,PROD009,29,57.05,TVA 20%,15 Days
PO2025-2093,Supplier 20,2025-10-06,2025-10-15,VREF-6470,PROD019,35,246.08,TVA 20%,15 Days
PO2025-2093,Supplier 20,2025-10-06,2025-10-15,VREF-6470,P0025,13,289.36,TVA 20%,15 Days
PO2025-2094,Supplier 31,2025-09-24,2025-09-29,VREF-6423,P0029,17,318.2,TVA 20%,Immediate Payment
PO2025-2094,Supplier 31,2025-09-24,2025-09-29,VREF-6423,PROD031,26,438.87,TVA 20%,Immediate Payment
PO2025-2094,Supplier 31,2025-09-24,2025-09-29,VREF-6423,P0019,39,86.32,TVA 20%,Immediate Payment
PO2025-2094,Supplier 31,2025-09-24,2025-09-29,VREF-6423,PROD023,20,453.68,TVA 20%,Immediate Payment
PO2025-2095,Supplier 9,2025-09-14,2025-09-22,VREF-3194,PROD004,24,413.85,TVA 20%,30 Days
PO2025-2095,Supplier 9,2025-09-14,2025-09-22,VREF-3194,PROD020,49,432.11,TVA 20%,30 Days
PO2025-2095,Supplier 9,2025-09-14,2025-09-22,VREF-3194,P0021,47,242.38,TVA 20%,30 Days
PO2025-2095,Supplier 9,2025-09-14,2025-09-22,VREF-3194,PROD025,7,399.85,TVA 20%,30 Days
PO2025-2096,Supplier 25,2025-10-29,2025-11-01,VREF-2541,PROD017,36,461.92,TVA 20%,30 Days
PO2025-2096,Supplier 25,2025-10-29,2025-11-01,VREF-2541,P0006,19,81.57,TVA 20%,30 Days
PO2025-2096,Supplier 25,2025-10-29,2025-11-01,VREF-2541,P0006,9,352.21,TVA 20%,30 Days
PO2025-2096,Supplier 25,2025-10-29,2025-11-01,VREF-2541,PROD002,47,378.74,TVA 20%,30 Days
PO2025-2097,Supplier 31,2025-09-08,2025-09-18,VREF-8649,P0015,1,439.55,TVA 20%,End of Month
PO2025-2097,Supplier 31,2025-09-08,2025-09-18,VREF-8649,PROD012,46,446.05,TVA 20%,End of Month
PO2025-2097,Supplier 31,2025-09-08,2025-09-18,VREF-8649,P0014,8,478.22,TVA 20%,End of Month
PO2025-2097,Supplier 31,2025-09-08,2025-09-18,VREF-8649,P0009,18,284.23,TVA 20%,End of Month
PO2025-2098,Supplier 30,2025-10-15,2025-10-21,VREF-7487,PROD049,45,56.69,TVA 20%,Immediate Payment
PO2025-2099,Supplier 14,2025-10-25,2025-10-28,VREF-1737,PROD002,36,312.9,TVA 20%,Immediate Payment
PO2025-2099,Supplier 14,2025-10-25,2025-10-28,VREF-1737,PROD013,48,185.92,TVA 20%,Immediate Payment
PO2025-2099,Supplier 14,2025-10-25,2025-10-28,VREF-1737,P0027,5,257.93,TVA 20%,Immediate Payment
PO2025-2099,Supplier 14,2025-10-25,2025-10-28,VREF-1737,P0007,4,87.94,TVA 20%,Immediate Payment
PO2025-2100,Supplier 24,2025-09-18,2025-09-25,VREF-7503,PROD048,43,337.58,TVA 20%,Immediate Payment
PO2025-2100,Supplier 24,2025-09-18,2025-09-25,VREF-7503,P0002,45,73.38,TVA 20%,Immediate Payment
PO2025-2101,Supplier 8,2025-11-18,2025-11-22,VREF-5782,PROD040,44,32.76,TVA 20%,End of Month
PO2025-2101,Supplier 8,2025-11-18,2025-11-22,VREF-5782,PROD048,37,434.27,TVA 20%,End of Month
PO2025-2101,Supplier 8,2025-11-18,2025-11-22,VREF-5782,PROD018,41,200.47,TVA 20%,End of Month
PO2025-2102,Supplier 13,2025-09-23,2025-09-25,VREF-3867,P0009,24,237.22,TVA 20%,30 Days
PO2025-2102,Supplier 13,2025-09-23,2025-09-25,VREF-3867,PROD041,19,483.62,TVA 20%,30 Days
PO2025-2102,Supplier 13,2025-09-23,2025-09-25,VREF-3867,PROD041,44,285.02,TVA 20%,30 Days
PO2025-2103,Supplier 19,2025-11-22,2025-12-01,VREF-6964,P0003,45,79.25,TVA 20%,Immediate Payment
PO2025-2103,Supplier 19,2025-11-22,2025-12-01,VREF-6964,PROD005,44,124.08,TVA 20%,Immediate Payment
PO2025-2103,Supplier 19,2025-11-22,2025-12-01,VREF-6964,PROD019,15,222.59,TVA 20%,Immediate Payment
PO2025-2103,Supplier 19,2025-11-22,2025-12-01,VREF-6964,P0015,13,315.75,TVA 20%,Immediate Payment
PO2025-2104,Supplier 5,2025-10-23,2025-11-01,VREF-3951,PROD023,9,56.48,TVA 20%,End of Month
PO2025-2104,Supplier 5,2025-10-23,2025-11-01,VREF-3951,PROD008,26,483.38,TVA 20%,End of Month
PO2025-2104,Supplier 5,2025-10-23,2025-11-01,VREF-3951,PROD025,37,30.94,TVA 20%,End of Month
PO2025-2104,Supplier 5,2025-10-23,2025-11-01,VREF-3951,P0015,48,108.39,TVA 20%,End of Month
PO2025-2105,Supplier 26,2025-09-26,2025-10-03,VREF-6956,P0010,24,136.91,TVA 20%,30 Days
PO2025-2106,Supplier 20,2025-11-05,2025-11-10,VREF-1783,PROD048,38,424.14,TVA 20%,15 Days
PO2025-2107,Supplier 4,2025-12-08,2025-12-18,VREF-5431,PROD007,6,390.6,TVA 20%,End of Month
PO2025-2107,Supplier 4,2025-12-08,2025-12-18,VREF-5431,PROD042,34,30.63,TVA 20%,End of Month
PO2025-2107,Supplier 4,2025-12-08,2025-12-18,VREF-5431,PROD032,44,469.48,TVA 20%,End of Month
PO2025-2108,Supplier 11,2025-10-14,2025-10-21,VREF-9434,PROD006,8,325.68,TVA 20%,Immediate Payment
PO2025-2109,Supplier 29,2025-09-28,2025-10-07,VREF-7413,PROD047,18,55.71,TVA 20%,End of Month
PO2025-2109,Supplier 29,2025-09-28,2025-10-07,VREF-7413,PROD013,3,10.47,TVA 20%,End of Month
PO2025-2110,Supplier 10,2025-11-16,2025-11-23,VREF-4730,P0006,10,429.87,TVA 20%,15 Days
PO2025-2110,Supplier 10,2025-11-16,2025-11-23,VREF-4730,PROD010,2,177.98,TVA 20%,15 Days
PO2025-2111,Supplier 30,2025-09-20,2025-09-28,VREF-1422,P0012,5,146.72,TVA 20%,End of Month
PO2025-2111,Supplier 30,2025-09-20,2025-09-28,VREF-1422,PROD003,18,191.54,TVA 20%,End of Month
PO2025-2111,Supplier 30,2025-09-20,2025-09-28,VREF-1422,PROD002,31,237.09,TVA 20%,End of Month
PO2025-2111,Supplier 30,2025-09-20,2025-09-28,VREF-1422,P0027,27,297.68,TVA 20%,End of Month
PO2025-2112,Supplier 2,2025-10-22,2025-11-01,VREF-2095,PROD034,43,51.23,TVA 20%,15 Days
PO2025-2112,Supplier 2,2025-10-22,2025-11-01,VREF-2095,PROD025,1,159.99,TVA 20%,15 Days
PO2025-2113,Supplier 5,2025-10-03,2025-10-07,VREF-3154,PROD007,35,362.59,TVA 20%,30 Days
PO2025-2113,Supplier 5,2025-10-03,2025-10-07,VREF-3154,P0011,44,270.52,TVA 20%,30 Days
PO2025-2114,Supplier 5,2025-09-22,2025-09-27,VREF-6510,PROD024,29,401.73,TVA 20%,15 Days
PO2025-2114,Supplier 5,2025-09-22,2025-09-27,VREF-6510,PROD003,32,209.65,TVA 20%,15 Days
PO2025-2114,Supplier 5,2025-09-22,2025-09-27,VREF-6510,PROD042,23,201.58,TVA 20%,15 Days
PO2025-2114,Supplier 5,2025-09-22,2025-09-27,VREF-6510,PROD040,27,138.08,TVA 20%,15 Days
PO2025-2115,Supplier 12,2025-10-01,2025-10-10,VREF-1147,P0011,23,487.75,TVA 20%,Immediate Payment
PO2025-2115,Supplier 12,2025-10-01,2025-10-10,VREF-1147,PROD030,6,428.68,TVA 20%,Immediate Payment
PO2025-2115,Supplier 12,2025-10-01,2025-10-10,VREF-1147,PROD017,43,57.87,TVA 20%,Immediate Payment
PO2025-2116,Supplier 4,2025-12-06,2025-12-13,VREF-8362,PROD050,29,139.12,TVA 20%,15 Days
PO2025-2117,Supplier 12,2025-09-22,2025-09-25,VREF-3601,PROD048,9,451.27,TVA 20%,End of Month
PO2025-2118,Supplier 26,2025-10-17,2025-10-23,VREF-2560,P0003,21,147.37,TVA 20%,Immediate Payment
PO2025-2118,Supplier 26,2025-10-17,2025-10-23,VREF-2560,PROD012,16,111.2,TVA 20%,Immediate Payment
PO2025-2118,Supplier 26,2025-10-17,2025-10-23,VREF-2560,PROD024,45,112.65,TVA 20%,Immediate Payment
